created_at,text,sentiment,processed_text
2025-07-29 02:07:51+00:00,Jadi MBG itu apa Makan Basi Gratis atau Makan Belatung Gratis?,0,jadi mbg apa makan basi gratis makan belatung gratis
2025-07-29 02:56:14+00:00,MBG= Makan Belatung Gratis ,0,mbg makan belatung gratis
2025-07-29 03:10:45+00:00,IKN dan MBG itu contoh program yg dengan mulai dieksekusi aja udah gagal mau akhirnya jadi bagus berjalan baik ttp program gagal karena dr awal emg ga dibutuhkan oleh negara malah membebani negara,0,ikn mbg contoh program mulai eksekusi gagal mau akhir jadi bagus jalan baik ttp program gagal awal tidak butuh negara malah beban negara
2025-07-29 03:30:45+00:00,Makan Beracun Gratis Yang untung cuma pengusaha dan politisi Yang buntung bahkan sampe mempertaruhkan nyawa anak-anak sekolahnya Masih bilang MBG program bagus? Coba mana pertanggung jawaban penggunaan anggarannya??,0,makan racun gratis untung usaha politis buntung bahkan sampe taruh nyawa anak anak sekolah bilang mbg program bagus coba mana tanggung jawab guna anggar
2025-07-29 03:39:10+00:00,MBG versi serius dan bener lebih fresh dan kelihatan manfaatnya dari pada MBG versi Prabowo yang bikin heboh saja namun nir manfaat,0,mbg versi serius benar lebih fresh lihat manfaat mbg versi prabowo bikin heboh nir manfaat
2025-12-01 04:44:16+00:00,"MBG ini Menjadi Beban Negara yg gede banget, dengan manfaat yang hampir gak ada",0,mbg jadi beban negara gede sangat manfaat hampir tidak
2025-07-29 04:00:43+00:00,ngentotttt kalo gaada masyarakat juga gabisa itu ada mbg bgst tolol bgt,0,ngentott gaada masyarakat gabisa mbg bgst bodoh
2025-12-01 04:44:16+00:00,mbg program gagal hasil ego prabowo,0,mbg program gagal hasil ego prabowo
2025-12-01 04:44:16+00:00,MBG gak jelas banget tai,0,mbg tidak jelas sangat tai
2025-07-29 04:25:57+00:00,Program MBG Mewujudkan Masa Depan Cerah Anak Bangsa #ProgramMBG #IndonesiaEmas #MakanBergiziGratis #AnakBangsa,1,program mbg wujud masa depan cerah anak bangsa
2025-12-01 04:44:16+00:00,Banyak Siswa Keracunan MBG dan si gendut masih mau lanjutin ini program goblok #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia,0,banyak siswa racun mbg gendut mau lanjutin program goblok
2025-08-05 00:21:25+00:00,aku selalu dukung mbg ,1,selalu dukung mbg
2025-12-01 04:44:16+00:00,lanjutkan mbg mantap jiwaa,1,lanjut mbg mantap jiwaa
2025-12-01 04:44:16+00:00,"saya apresiasi sepenuh-penuhnya buat program mbg dan pak @prabowo , mantap",1,apresiasi sepenuh penuh buat program mbg pak mantap
2025-07-29 06:00:34+00:00,Sejak pertama apa tdk disurvey bhw MBG itu kemungkinan tak capai targetnya bs terjd? Sbgai seorg guru..saya lbh mendukung pendidikan gratis soal MBG knp tak diserahkan kpd orgtua? Klo MBG misal tak capai target mk prinsip berkeadilan bs jauh dari target #MasaDepanIndonesiaGelap,0,sejak pertama apa tidak disurvey bhw mbg mungkin tak capai target terjd sbgai seorg guru lbh dukung didik gratis soal mbg tak serah kpd orgtua mbg misal tak capai target prinsip adil jauh target
2025-12-01 04:44:16+00:00,Mau minjem duit ke rakyatnya pake segala bikin aturan ribet. Bilang aja terus terang. Walaupun gak rela banget duit gw dijadiin program MBG,0,mau minjem duit rakyat pake segala bikin atur ribet bilang terus terang walaupun tidak rela sangat duit dijadiin program mbg
2025-12-01 04:44:16+00:00,mbg goblok tolol anjing beracun ,0,mbg goblok bodoh anjing racun
2025-07-29 06:16:09+00:00,sumpah goblok bgt masalah ginian kenceng anjing. giliran masalah pajak untuk mbg kebijakan aneh aneh kalian semua ga ada tuu bahas pajak pajak tai ledik. emang Indon ini perlu ganti SDM,0,sumpah goblok masalah ginian kenceng anjing gilir masalah pajak mbg bijak aneh aneh kalian semua tidak tuu bahas pajak pajak tai ledik indon perlu ganti sdm
2025-07-29 06:46:10+00:00,mbg hari ini ga kemakan karena makanannya basi bau banget,0,mbg hari tidak makan makan basi bau sangat
2025-12-01 04:44:16+00:00,Halo gais aku tadi mengajar dan mendapat MBG juga tapi karena saya tidak membawa handphone jadi tidak ada dokumentasinya MBGnya enak sekali lho teman-teman walaupun agak kurang banyak,1,halo gais tadi ajar dapat mbg tidak bawa handphone jadi tidak dokumentasi mbgnya enak sekali lho teman teman walaupun kurang banyak
2025-12-01 04:44:16+00:00,MBG tai anjing,0,mbg tai anjing
2025-07-29 07:25:28+00:00,Sebaran MBG ini tuh berdasarkan apa sih. Kalo berdasar dari ekonomi para ortunya kan harusnya sekolah negeri dulu ga sih yang dikasih. Di sini SDIT ama MIT udah dapet. SD anak w yang negeri belom. Program yg terburu buru dan sulit banget buat merata,0,sebar mbg tuh dasar apa dasar ekonomi ortunya kan harus sekolah negeri dulu tidak kasih sini sdit ama mit dapet anak negeri bom program buru buru sulit sangat buat rata
2025-07-29 07:38:56+00:00,Jadi pemerintah kok bisanya bikin rakyat susah contohnya kami pedagang di sekolahan jam masuk anak dimajukan jadi jam 6.30 pagi ehh siangnya anak2 dikasi MBG akhirnya kami pedagang makanan disekolah kelabakan,0,jadi perintah bisa bikin rakyat susah contoh dagang sekolah jam masuk anak maju jadi jam pagi ehh siang kasi mbg akhir dagang makan seko laba
2025-07-29 07:42:46+00:00,Soal MBG kami ga terlalu ngaruh sih nah yg sangat berpengaruh semenjak anak sekolah masuk pukul 6 30 pendapatan kami TERJUN BEBAS,0,soal mbg tidak terlalu ngaruh sangat pengaruh semenjak anak sekolah masuk pukul dapat terjun bebas
2025-07-29 07:56:00+00:00,MBG hanya Rp. 15.000 - / siswa MBM (Makan Bersama Menteri) kenapa bisa sampai Rp. 171.000 - / orang ? Tidak ada empati simpati dan konsisten terhadap program efisiensi pemerintah pusat Payah dan parah moral para pemimpinnya,0,mbg siswa mbm makan sama menteri orang tidak empati simpati konsisten program efisiensi perintah pusat payah parah moral pimpin
2025-07-29 08:17:44+00:00,MBG Makan Belatung Goreng - Lele -,0,mbg makan belatung goreng lele
2025-12-01 04:44:16+00:00,"dari masa kampanye udah ragu banget sama MBG, terus sekarang nyatanya terbukti juga keraguan gw ",0,masa kampanye ragu sangat sama mbg terus sekarang nyata bukti ragu
2025-12-01 04:44:16+00:00,MBG bukan bagi bagi makan gratis tapi bagi bagi proyek buat keuntungan para elit,0,mbg bukan makan gratis proyek buat untung elit
2025-12-01 04:44:16+00:00,MBG program berkualitas yg harus dibanggakan bangsa!,1,mbg program kualitas bangga bangsa
2025-07-29 09:07:01+00:00,Taeekkklah efisiensi makan tuh mbg,0,taeekklah efisiensi makan tuh mbg
2025-07-29 09:08:52+00:00,Contoh MBG tanpa di korupsi cepat saji tidak beracun dan basi... #MakanBergiziGratis,0,contoh mbg tanpa korupsi cepat saji tidak racun basi
2025-07-29 09:38:58+00:00,SMI naikkan jatah konsumsi menteri dari 118 ribu menjadi 171 ribu per orang Jatah makan/snack menteri 171.000 per orang Jatah hotel menteri 9.300.000 per orang per malam Sementara utk rakyat MBG hanya 10.000 per siswa Gak heran kalo menterinya pada gendur rakyatnya pada,0,smi naik jatah konsumsi menteri ribu jadi ribu per orang jatah makan snack menteri per orang jatah hotel menteri per orang per malam utk rakyat mbg per siswa tidak heran menteri gendur rakyat
2025-07-29 09:58:38+00:00,Harusnya konsumsi rapat pejabat dari dapur MBG aja biar kalo rakyatnya kecunan menterinya juga ikut merasakan,0,harus konsumsi rapat jabat dapur mbg rakyat cun menteri ikut rasa
2025-07-29 10:00:00+00:00,Kalau kata KPPU sih masalah MBG itu di tantangan struktural. Tapi apa iya cuma itu?,0,kata kppu masalah mbg tantang struktural apa iya
2025-12-01 04:44:16+00:00,"MBG  Berjalan Lancar Dan Amanah, Bangga!",1,mbg jalan lancar amanah bangga
2025-07-29 10:11:10+00:00,Kadang sebuah perbedaan ya Volunter yg beneran emang niat dari hati aku mau Kemaren ada menfes daerah tertentu bikin voluntir mbg langsung komenannya. Maksudnya ga dibayar wkwkwk Emang soal hati itu gabisa boong sih,0,kadang buah beda volunter beneran niat hati mau kemaren menfes daerah tentu bikin voluntir mbg langsung komenannya maksud tidak bayar wkwkwk soal hati gabisa boong
2025-12-01 04:44:16+00:00,"takut banget keracunan mbg, tolong mbg jangan sampe sekolahku",0,takut sangat racun mbg mbg jangan sampe sekolah
2025-07-29 10:29:57+00:00,Lu komen dipikir ya anjing lu bilang nyawa manusia itu cuma ya berdasarkan statistik Ga beda jauh sama pemrentah Konoha yg bilang banyak org keracunan MBG itu cuma dikit kok Kontol,0,kamu komen pikir anjing kamu bilang nyawa manusia dasar statistik tidak beda jauh sama pemrentah konoha bilang banyak orang racun mbg dikit kontol
2025-07-29 11:15:01+00:00,Mirip ya sama angka keracunan MBG Hanya 0 0 sekian persen Hanya bjir,0,mirip sama angka racun mbg sekian persen bjir
2025-12-01 04:44:16+00:00,Dukung terus MBG demi masa depan yang cerah,1,dukung terus mbg masa depan cerah
2025-12-01 04:44:16+00:00,Jangan sampai MBG berhenti karena banyak harapan anak anak bergantung di dalamnya,0,jangan mbg henti banyak harap anak anak gantung dalam
2025-07-29 11:56:17+00:00,Berita MBG gak nongol lagi.. Tau gak menu MBG hari ini? Ada salah satu kota menunya hanya roti tawar plus tahu telur campur acak2 kecil2 dan gk utuh 1 telur.. susupun tak ada Program Maksa,0,berita mbg tidak nongol tau tidak menu mbg hari salah satu kota menu roti tawar plus tahu telur campur tidak utuh telur susu tak program maksa
2025-07-29 12:08:02+00:00,Membanggakan MBG sama dengan membanggakan kejadian luar biasa ini. Negara hrs evaluasi jgn jadi masalah besar akibat banyaknya korban. Ini bicara beri makan orang jutaan keadaan lokasi &amp; jenis makanan yg beda . Negara kita dari Sabang sampai Merauke hrs hati dlm mengelolannya.,0,bangga mbg sama bangga jadi luar biasa negara evaluasi jangan jadi masalah besar akibat banyak korban bicara beri makan orang juta ada lokasi amp jenis makan beda negara sabang merauke hati dlm mengelolannya
2025-12-01 04:44:16+00:00,"MBG gak jelas, keracunan lah basi lah",0,mbg tidak jelas racun basi
2025-12-01 04:44:16+00:00,Sukseskan Mbg untuk kebaikan kita semua,1,sukses mbg baik semua
2025-07-29 12:33:23+00:00,Program Makan Bergizi Gratis (MBG) bukan cuma kasih makan rakyat tapi juga bikin usaha rakyat naik kelas! #UMKM,1,program makan gizi gratis mbg bukan kasih makan rakyat bikin usaha rakyat naik kelas
2025-07-29 12:41:18+00:00,Dukung program makan bergizi gratis dari pemerintah Prabowo-Gibran untuk memenuhi kebutuhan gizi anak Indonesia. Langkah nyata peduli masa depan bangsa #MBG,1,dukung program makan gizi gratis perintah prabowo gibran penuh butuh gizi anak indonesia langkah nyata peduli masa depan bangsa
2025-07-29 12:41:41+00:00,Makan bergizi gratis untuk anak-anak adalah investasi terbaik bagi masa depan Indonesia! Dukung program peduli rakyat ini sebagai langkah nyata membangun negeri yang lebih sehat dan maju #MBG,1,makan gizi gratis anak anak investasi baik masa depan indonesia dukung program peduli rakyat langkah nyata bangun negeri lebih sehat maju
2025-12-01 04:44:16+00:00,Kasus Keracunan MBG udah terlalu parah njir mending distop,0,kasus racun mbg terlalu parah njir mending stop
2025-07-29 13:28:06+00:00,Nggak bisa nahan buat nggak ngetik di sini tapi udah gedeg bgtt muak sama pmrenta. Seenggaknya kalau rekening dinonaktifin tuh udah nggak bisa nerima tf-an lah ini uang bisa masuk tp gabisa keluar kan aneh?? Entah kalian kehabisan dana buat mbg ikn atau apbn ya cari solusi,0,tidak nahan buat tidak ngetik sini gedeg bgtt muak sama pmrenta enggak rekening dinonaktifin tuh tidak nerima uang masuk gabisa keluar kan aneh entah kalian habis dana buat mbg ikn apbn cari solusi
2025-07-29 15:07:59+00:00,"Makanan Tak Layak BGN Hentikan Sementara Program MBG di NTT, ngeri banget sih",0,makan tak layak bgn henti program mbg ntt ngeri sangat
2025-07-29 15:10:35+00:00,ini prabowo ada dendam kali ya sama Indonesia makanya mau dibuat bangkrut mulai dr penggendutan kementrian ngada2in jabatan baru pemaksaan mbg dan koperasi merah putih. trus terakhir kesepakatan sama mamarika yg mengharuskan Indonesia belanja,0,prabowo dendam kali sama indonesia makanya mau buat bangkrut mulai gendut tri jabat baru paksa mbg koperasi merah putih trus akhir sepakat sama mamarika harus indonesia belanja
2025-07-29 15:41:05+00:00,MBG palingan 1 porsi 20-30rb. Ini makan buat menteri 1 porsi 171. Tapi yang harus ngidupin negara orang tua penerima MBG.. lewat pajak! Trus yang nanti ikut bayar hutang negara ya sang penerima MBG mungkin hingga anak cucunya baru lunas utang negara.,0,mbg paling porsi makan buat menteri porsi ngidupin negara orang tua terima mbg lewat pajak trus ikut bayar hutang negara sang terima mbg mungkin hingga anak cucu baru lunas utang negara
2025-12-01 04:44:16+00:00,MBG buruk banget kualitasnya kaya gaada quality control,0,mbg buruk sangat kualitas gaada quality control
2025-07-29 16:15:00+00:00,Belasan pelaku UMKM (usaha mikro kecil dan menengah) mengadu ke Polresta Solo karena merasa ditipu Yayasan Barnas (Barisan Nasional) yang menjanjikan mengikutsertakan mereka dalam pengadaan program Makan Bergizi Gratis (MBG),0,bas laku umkm usaha mikro kecil tengah adu polresta solo rasa tipu yayasan barnas baris nasional janji mengikutsertakan ada program makan gizi gratis mbg
2025-07-29 16:29:02+00:00,dukung penuh SPPG biar MBG makin sukses. Salut Kapolri,1,dukung penuh sppg mbg makin sukses salut kapolri
2025-12-01 04:44:16+00:00,MBG jadi semangat baru di dunia pendidikan,1,mbg jadi semangat baru dunia didik
2025-12-01 04:44:16+00:00,"banyak banget keracunan massal gara gara s mbg ini, serem banget gila",0,banyak sangat racun massal gara gara mbg rem sangat gila
2025-07-29 17:00:27+00:00,program MBG keren abis! Good job Polda Lampung,1,program mbg keren abis bagus job polda lampung
2025-07-29 19:26:04+00:00,kasian anak sekolah dipaksa makan mbg yg beracun,0,kasi anak sekolah paksa makan mbg racun
2025-12-01 04:44:16+00:00,KERACUNAN MASSAL MBG BERULANG DARIPADA EVALUASI MENDING DIHENTIKAN,0,racun massal mbg ulang evaluasi mending henti
2025-07-29 22:07:53+00:00,mantap Polri! Dapur MBG bantu banyak orang nambah lapangan kerja,1,mantap polri dapur mbg bantu banyak orang nambah lapang kerja
2025-07-29 22:38:18+00:00,Inilah pendidikan gratis dan berkualitas lebih penting ketimbang MBG. Biar pikirannya bisa berubah Allah sendiri gak akan ngerubah kaum itu kalau kaumnya sendiri gak berubah. Jadi jika mayoritas pemikirannya masih begini ya siap dapat lebih buruk dari yg sekarang,0,ini didik gratis kualitas lebih penting ketimbang mbg pikir ubah allah sendiri tidak ngerubah kaum kaum sendiri tidak ubah jadi mayoritas pikir begini siap lebih buruk sekarang
2025-07-29 22:39:00+00:00,Bisa nggak sih orang orang menaruh amarah dan kebencian mereka di tempat yang seharusnya? Noh data pribadi lu mau disebar sama pemerintah yang lagi berkuasa banyak anak-anak keracunan mbg lu main sosmed mau dipajakin. Fokus ke situ instead of hating an unemployed???,0,tidak orang orang taruh amarah benci tempat noh data pribadi kamu mau sebar sama perintah kuasa banyak anak anak racun mbg kamu main sosmed mau dipajakin fokus situ instead hating unemployed
2025-08-05 00:21:25+00:00,DUKUNG MBG UNTUK PEMENUHAN GIZI #MBG,1,dukung mbg penuh gizi
2025-07-29 22:53:31+00:00,Yg sekolah cukup MBG ya ..yg makmur konoha hnya pejabat nya kan jancik... @prabowo @puanmaharani_ri,0,sekolah cukup mbg makmur konoha hnya jabat kan jancik
2025-07-29 22:59:26+00:00,Remember these IKN mangkrak RUUKUHAP RUUTNI RIBUAN siswa keracunan mbg (and the list still goes on) lads?,0,remember these ikn mangkrak ruukuhap ruutni ribu siswa racun mbg and the list still goes lads
2025-07-29 23:04:38+00:00,dukung penuh program MBG! Maju terus Polri dan Polda Lampung,1,dukung penuh program mbg maju terus polri polda lampung
2025-07-29 23:10:22+00:00,Emang harus dihentiin program MBG ini,0,dihentiin program mbg
2025-07-29 23:17:18+00:00,Saat ini Indonesia sedang disibukkan ijasah palsu dan persekusi rumah ibadah. Bahkan kasus keracunan MBG pun sudah tidak lagi mendapat tempat.,0,indonesia sedang sibuk ijasah palsu persekusi rumah ibadah bahkan kasus racun mbg tidak dapat tempat
2025-07-29 23:24:10+00:00,langkah maju! Program MBG harus terus didukung penuh,1,langkah maju program mbg terus dukung penuh
2025-12-01 04:44:16+00:00,Anggarannya udah habis dipake MBG dan gaji & tunjangan kementerian yang gendut itu sama posisi-posisinya udah diisi oleh TNI :),0,anggar habis dipake mbg gaji tunjang menteri gendut sama posisi posisi isi tni
2025-07-29 23:44:40+00:00,MBG Sekolah Rakyat Cuma keren di level idealisme Begitu masuk ke strategi dan taktik jatuhnya jeblok. Membuktikan kalau jajaran pemerintah kita gak bisa kerja. Cuma berhenti di ngayal indah.,0,mbg sekolah rakyat keren level idealisme masuk strategi taktik jatuh jeblok bukti jajar perintah tidak kerja henti ngayal indah
2025-07-29 23:59:52+00:00,Pikiran pertama pas baca ini tuh kyknya biar bisa eksploitasi kan udah banyak yg ngurus mbg bayarannya pending (entah bakal brp lama) tp ternyata nemu banyak sudut pandang lain yg output-nya sama bobrok dgn pemikiranku yg ini. Emg govt gelo.,0,pikir pertama pas baca tuh kayak eksploitasi kan banyak ngurus mbg bayar pending entah bakal brp lama nyata nemu banyak sudut pandang output sama bobrok pikir govt gelo
2025-07-31 05:09:26+00:00,Di Luar negri makan bergizi gratis bikin siswa semangat belajar. Di Indonesia program MBG malah bikin anak-anak semangat ke IGD. Katanya makan bergizi nyatanya menu ala kadarnya gizi nol risiko tinggi. Ini program makan atau uji nyali? @prabowo Makan sepuasnya,0,luar negri makan gizi gratis bikin siswa semangat ajar indonesia program mbg malah bikin anak anak semangat igd kata makan gizi nyata menu ala kadar gizi nol risiko tinggi program makan uji nyali makan puas
2025-12-01 04:44:16+00:00,Udah Ratusan Korban Jatuh Keracunan MBG di Kupang,0,ratus korban jatuh racun mbg kupang
2025-12-01 04:44:16+00:00,MBG memajukam UMKM,1,mbg memajukam umkm
2025-07-19 07:02:31+00:00, laporan dari P2G menyebut masih ada guru honorer digaji Rp200 ribu/bulan sementara anggaran pendidikan 2026 Rp757 8 T dengan Rp335 T untuk program MBG (Makan Bergizi Gratis). Ini anomali banget dah,0,lapor sebut guru honorer gaji ribu bulan anggar didik program mbg makan gizi gratis anomali sangat
2025-08-27 11:55:53+00:00,@tanyakanrl MBG ini sebenernya gk efektif jd ladang korupsi aja. tp sayang bgt pas masa kampanye ditelan mentah mentah sama ibu ibu yg seneng denger anak ny dpt mbg di sekolah:(,0,mbg sebenernya tidak efektif jadi ladang korupsi sayang pas masa kampanye tel mentah mentah sama ibu ibu senang denger anak dpt mbg sekolah
2025-08-27 15:07:18+00:00,@txtfromjogja Udah paling bener MBG itu gapernah ada lebih baik alokasikan uangnya pure ke PENDIDIKAN GRATIS yg dibutuhkan rakyat skrg bener2 PENDIDIKAN GRATIS mengingat semakin hari pendidikan semakin mahal SPPku kuliah skrg aja udh 2digit gatau ntar kal,0,paling benar mbg gapernah lebih baik alokasi uang pure didik gratis butuh rakyat sekarang didik gratis ingat makin hari didik makin mahal sppku kuliah sekarang gatau kal
2025-08-04 13:55:11+00:00,Dukung Program Makan Bergizi Gratis Polres Kutim Siapkan Dapur Gizi Rp1 Miliar,1,dukung program makan gizi gratis polres tim siap dapur gizi miliar
2025-08-04 11:26:48+00:00,Cerita dari Natuna adalah gambaran nyata bagaimana sebuah kebijakan mampu menyentuh sisi terdalam masyarakat. MBG bukan sekadar program bantuan makanan tetapi sebuah langkah nyata dalam membangun kemandirian ekonomi rakyat. Ia menyatukan negara dan rakyat dalam satu meja,1,cerita natuna gambar nyata bagaimana buah bijak mampu sentuh sisi dalam masyarakat mbg bukan sekadar program bantu makan buah langkah nyata bangun mandiri ekonomi rakyat satu negara rakyat satu meja
2025-08-05 08:29:45+00:00,akhirnya kesampean mencoba MBG wowok. Sodara gw guru dibawa pulang biar bisa nyobain... Kalo abis atmin off berarti keracunan,0,akhir sampean coba mbg wowok sodara guru bawa pulang nyobain abis atmin off arti racun
2025-08-19 07:16:16+00:00,MBG lahan korupsi racun generasi penerus,0,mbg lahan korupsi racun generasi terus
2025-12-01 04:44:16+00:00,"Heboh Nampan MBG Mengandung Minyak Babi, nambah lagi kontroversi ini program",0,heboh nampan mbg kandung minyak babi nambah kontroversi program
2025-07-19 07:02:31+00:00,dukung Makan bergizi gratis sebagai upaya pemerintah untuk pemenuhan gizi anak,1,dukung makan gizi gratis upaya perintah penuh gizi anak
2025-08-05 08:41:43+00:00,Program makan bergizi gratis berkontribusi mencetak generasi indonesia unggul,1,program makan gizi gratis kontribusi cetak generasi indonesia unggul
2025-08-27 21:23:49+00:00,p maksud? demi mbg segininya? lebih mentingin perut dr kemajuan bangsa? mo tertinggal kek mana lg si pakk..,0,maksud mbg gin lebih mentingin perut maju bangsa tinggal mana pakk
2025-12-01 04:44:16+00:00,keren banget pak prabowo menghadirkan program mbg yang manfaatnya nyata,1,keren sangat pak prabowo hadir program mbg manfaat nyata
2025-08-05 02:05:27+00:00,in this economy knp aku hrs kerja ya mending nyapres trs bikin makan bergizi gratis yg bikin anakÂ² keracunan itu,0,this economy kerja mending nyapres trs bikin makan gizi gratis bikin racun
2025-08-07 08:38:44+00:00,Makan Bergizi Gratis Membuat Anak Lebih Semangat Sekolah Program Makan Bergizi Gratis memberi energi baru bagi anak-anak di sekolah. Dengan asupan gizi seimbang setiap hari mereka lebih fokus belajar lebih aktif dan tumbuh dengan lebih sehat. #MakanBergiziGratis,1,makan gizi gratis buat anak lebih semangat sekolah program makan gizi gratis beri energi baru anak anak sekolah asupan gizi imbang hari lebih fokus ajar lebih aktif tumbuh lebih sehat
2025-12-01 04:44:16+00:00,MBG kebanyakan kontroversi sedikit prestasi #TempoPlus,0,mbg banyak kontroversi sedikit prestasi
2025-12-01 04:44:16+00:00,Dukung Program MBG  #polri #divhumas #poldakaltim #coolingsystem #IKN #ibukotanusantara #Mahakam,1,dukung program mbg
2025-08-27 13:11:53+00:00,Makin tau banyak tentang MBG makin najis &amp; mual. 02 voters asu kabeh.,0,makin tau banyak mbg makin najis amp mual voters asu kabeh
2025-08-19 10:16:00+00:00,@BBCIndonesia 2Ã lebih besar dari periode sebelumnya naaah ngerti kan kenapa pada efisiensi tpi apa-apa mahal. Dan begonya masih bisa ada buat anggaran mbg amaze,0,lebih besar periode belum naah ngerti kan efisiensi apa apa mahal bego buat anggar mbg amaze
2025-12-01 04:44:16+00:00,"Siswa di Kupang Muntah Darah Usai Santap MBG, ya Allah serem banget",0,siswa kupang muntah darah usai santap mbg allah rem sangat
2025-08-05 02:47:53+00:00,Ngerti kenapa pemerenta lu sekarang dikit-dikit diduitin??? Ekonomi lu terutama kebijakan menteri-menteri lu Ngutang tapi ga produktif Liat noh food estate rumah subsidi &amp; mbg raw food :) Belom sadar juga? Utang menggunung pemerenta bingung bayar Dipalakin deh,0,ngerti renta kamu sekarang dikit dikit diduitin ekonomi kamu utama bijak menteri menteri kamu ngutang tidak produktif liat noh food estate rumah subsidi amp mbg raw food bom sadar utang gunung renta bingung bayar dipalakin
2025-08-08 23:47:35+00:00,Makan Bergizi Gratis (MBG) itu bukan cuma soal kalori karbohidrat protein. Di balik nasi dan ayam sayur ada yang lebih penting: latihan membentuk kepala &amp; hati anak-anak kita.,0,makan gizi gratis mbg bukan soal kalori karbohidrat protein balik nasi ayam sayur lebih penting latih bentuk kepala amp hati anak anak
2025-08-05 08:51:05+00:00,Adek ku ya Allah barusan bilang bosen mbg trs malah req mau ayam geprek,0,adek allah barusan bilang bosen mbg trs malah req mau ayam geprek
2025-08-04 03:49:41+00:00,Anak-anak yang sehat bangsa yang kuat. Program makan bergizi gratis adalah pondasi kokoh menuju Indonesia emas. #PenuhiGiziIndonesia #MakanSiangGratis #KalbarPeduli #GenerasiSehat #Kalbar,1,anak anak sehat bangsa kuat program makan gizi gratis pondasi kokoh tuju indonesia emas
2025-08-08 02:15:51+00:00,Makan bergizi gratis adalah langkah nyata menuju generasi sehat dan cerdas. Setiap anak berhak tumbuh kuat tanpa kelaparan. Dukung program ini sebagai investasi masa depan bangsa. Karena gizi yang cukup hari ini adalah fondasi prestasi esok hari.,1,makan gizi gratis langkah nyata tuju generasi sehat cerdas anak hak tumbuh kuat tanpa lapar dukung program investasi masa depan bangsa gizi cukup hari fondasi prestasi esok hari
2025-08-05 09:06:53+00:00,Ayo bantu wujudkan generasi sehat lewat sepiring makan bergizi. Gratis untuk mereka yang membutuhkan! Gizi seimbang bukan pilihan tapi kebutuhan. Lewat program Makan Bergizi Gratis kita hadirkan harapan di setiap piring makan. #ProgramMBG #GiziUntukSemua #CegahStunting,1,ayo bantu wujud generasi sehat lewat piring makan gizi gratis butuh gizi imbang bukan pilih butuh lewat program makan gizi gratis hadir harap piring makan
2025-08-06 14:04:06+00:00,Program Makan Bergizi Gratis tidak hanya meringankan beban orang tua setiap pagi tetapi juga meningkatkan semangat dan konsentrasi belajar siswa di sekolah. #VisiPresidenPrabowo #MakanBergiziGratis #PapuaIndonesia #PapuaDamai #InfoPapua,1,program makan gizi gratis tidak ringan beban orang tua pagi tingkat semangat konsentrasi ajar siswa sekolah
2025-08-05 13:43:36+00:00,Selama ada Amnesti untuk koruptor maka tidak percaya BGN bebas korupsi. Apalagi ada rekam jejaknya  Kepala BGN Dadan Hindayana menegaskan tidak ada korupsi dalam program Makan Bergizi Gratis. Proses pengawasan ketat dan dana langsung ke virtual account.,0,lama amnesti koruptor tidak percaya bgn bebas korupsi rekam jejak kepala bgn dad hindayana tegas tidak korupsi program makan gizi gratis proses awas ketat dana langsung virtual account
2025-12-01 04:44:16+00:00,keracunan gara gara mbg udah ngga bisa ditoleransi,0,racun gara gara mbg tidak toleransi
2025-08-05 15:19:18+00:00,@tanyakanrl Bermula dari MBG -&gt; efisiensi -&gt; ekonomi lesu -&gt; pendapatan pajak ga sesuai proyeksi -&gt; semua2 dipajakin (kejar target) -&gt; makin lesu lagi ekonominya -&gt; low dan middle class income udah terperosok(dan mulai ngirit2) -&gt; mak,0,mula mbg efisiensi ekonomi lesu dapat pajak tidak sesuai proyeksi dipajakin kejar target makin lesu ekonomi low middle class income perosok mulai mak
2025-08-05 14:54:09+00:00,temen gue ikutan sppi buat projek mbg @prabowo tp bukan lulusan kesehatan/pangan nurunin angka penggangguran sih harus tp bisa ga taro org sesuai bidangnya? temen w curhat ga ngerti apaapa anjir. pdhl itu mbg targetnya buat stunting tp dipegang sm org yg gaada ilmunya tuh piye?,0,teman ikut sppi buat projek mbg bukan lulus sehat pangan nurunin angka penggangguran tidak taro orang sesuai bidang teman curhat tidak ngerti apaapa anjir padahal mbg target buat stunting pegang orang gaada ilmu tuh piye
2025-08-19 14:32:25+00:00,Padahal dana MBG itu bisa loh buat jadiin seluruh WNI itu BPJS-K PBI Uangnya ada tinggal political will nya yang belum ada Sesimpel itu aslinya kalau mau niat,0,padahal dana mbg loh buat jadiin seluruh wni bpjs pbi uang tinggal political will belum simpel asli mau niat
2025-12-01 04:44:16+00:00,Dukung Program Pemerintah Mbg,1,dukung program perintah mbg
2025-08-27 12:05:19+00:00,Apa ..apaan Ini Ingat Tahun ini MBG harus Mencapai 20% Realisasi di tahun ini jika tidak Tahun depan capaian harus lebih dari 20% temasuk ketertigalan progres tahun sebelumnya Tolobg Anggota DPR anda harus menjadi supervisi untuk program ini termasuk Janji 19 Juta Lapangan Kerja.,0,apa apa ingat tahun mbg capai realisasi tahun tidak tahun depan capai lebih temasuk ketertigalan progres tahun belum tolobg anggota dpr jadi supervisi program masuk janji juta lapang kerja
