created_at,text,sentiment
2025-07-19 07:02:31+00:00,Sebanyak 13 Siswa Sekolah Dasar (SD) dan Pendidikan Anak Usia Dini (PAUD) di Kecamatan Cikalong Kabupaten Tasikmalaya alami gejala keracunan usai mengonsumsi makanan dari program Makan Bergizi Gratis (MBG). KASIAN YA ALLAH ANAK ANAK KECIL,0
2025-09-05 15:19:21+00:00,Tadi abis bahas menu mbg juga sama tante yang anaknya (adek sepupu aku) dapet mbg. Sedih dengernya hdh,0
2025-09-19 00:14:47+00:00,Video ratusan siswa di Sulawesi Tengah (Sulteng) nyaris meregang nyawa keracunan makan bergizi gratis beracun di Kabupaten Banggai Kepulauan pada Rabu 17 September 2025 mengindikasikan adanya permasalahan dalam pelaksanaan program ini. Belum ada pertanggung jawaban?,0
2025-07-19 07:02:31+00:00,"Ratusan Siswa di Banggai Kepulauan Diduga Keracunan Usai Santap Makan Bergizi Gratis, lebih baik stop dulu programnya",0
2025-09-18 12:41:16+00:00, Program Makan Bergizi Gratis (MBG) terbukti membangkitkan pertanian hingga ketahanan pangan di berbagai daerah di Indonesia.,1
2025-09-01 09:41:32+00:00,Dari makan bergizi gratis kamu bisa jadi orang yang selalu sukses. #gasssnow #satuindonesia,1
2025-12-01 04:44:16+00:00,Yg bodo program MBG. MBG cuma cari untng bahkan sbnrnya tdk fhm Kesehatan tentang makanan...,0
2025-09-06 09:50:36+00:00,MBG juga katanya untuk usia remaja (SMA) tidak seberapa tertarik... Mereka banyak yg lebih suka menu dikantin sekolah... Karena MBG rasanya standar ahli gizi mungkin jadi rasanya datar2 saja ---- Tapi ini baru testimoni satu sekolah entah sekolah yg lain...,0
2025-09-05 18:28:02+00:00,keponakan aku gak pernah makan makanan dr program MBG. soalnya ga doyan. selain kdg rasanya yang juga kurang dianya jg picky eater (pasti banyak jg bocil yg gini). selalu d bawa pulang krn wadahnya pake tupperware gitu. nyampe rumah dikasih ke santi (ayam peliharaan dia),0
2025-12-01 04:44:16+00:00,mbg mewujudkan anak sehat dan cerdas,1
2025-09-06 11:46:40+00:00,Kepikir gak itu MBG mu cuma buang2 duit dan gak bikin Dunia usaha berkembang @prabowo ...!!! Kayak gini pajak masih aja kau naikan... Semakin hancur saja negeri yg membuatmu dan keluarga mu bermewah-mewahan... Kita tinggal nunggu hancur negara ini akibat kebodohan kalian.,0
2025-07-19 07:02:31+00:00,"makan bergizi gratis bukan hanya program biasa, namun program yang mewujudkan cita cita bangsa",1
2025-12-01 04:44:16+00:00,MBG  merupakan bagian dari upaya pemerintah untuk memastikan terciptanya generasi emas,1
2025-07-19 07:02:31+00:00,program Makan Bergizi Gratis sangat membantu masyarakat,1
2025-09-05 09:53:59+00:00,MBG yang sering terbuang. Terkadang di beberapa sekolah membuat siswa keracunan. Dengan anggaran yg fantastis itu sperti nya lebih baik di salurkan untuk para UMKM yang saat ini dalam kindisi terpuruk atau dengan beberapa kriteria khusus sehingga tepat sasaran. ,0
2025-09-06 11:41:50+00:00,harusnya niban voter tuh ikutan marah. nagih 19jt lapangan pekerjaan nuntut biar program mbg dijalanin lebih serius apalah. malah sibuk nyebokin presiden.,0
2025-12-01 04:44:16+00:00,miris banget MBG di Kubu Raya Sebabkan Anak Diare,0
2025-09-03 10:35:08+00:00,program mbg baru berjalan di kotaku ada beberapa sekolah yang nolak program ini. tau ga si kacang ijo ini maksa kepala sekolah buat ikutan program ini wkwk. padahal dibolehin untuk menolak tapi kepsek ditelfonin terus,0
2025-09-06 06:52:06+00:00,.... 4k Napa gak kau aja yang tiap hari mam itu MBG hah? Biar keracunan sekalian,0
2025-07-19 07:02:31+00:00,Makan Bergizi Gratis adalah program unggulan dengan banyak manfaat,1
2025-08-04 09:20:22+00:00,Kabar Bahagia! Bersama Program Makan Bergizi Gratis masa depan anak-anak jadi terjamin dan semakin tumbuh cerdas dan berinovasi. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-09-06 07:55:20+00:00,Adu tipis rear wing spek Monza vs semangka MBG,0
2025-09-05 17:53:55+00:00,proyek depopulasi? MBG ngasi makan pejabat yg bener.,0
2025-07-19 07:02:31+00:00,"Program Makan Bergizi Gratis (MBG) bikin anak cerdas dan semangat sekolah, hebat MBG",1
2025-09-05 01:40:16+00:00,Program Makan Bergizi Gratis diperlukan di Papua #MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua,1
2025-09-05 06:33:13+00:00,Program Makan Bergizi Gratis mewujudkan pemerataan gizi anak Indonesia. #MakanBergiziGratis #GiziMerata #IndonesiaMaju,1
2025-09-18 14:40:11+00:00,saat ini tidak ada salahnya untuk menyerah gk semua hal bisa diusahakan karena ini UDAH BANYAK SEKALI KORBANNYA WOII PEMERINTAH!! gak tega tiap hari ada aja kabar buruk ttg mbg ini,0
2025-09-05 13:30:31+00:00,STOP PROGRAM MBG!!!,0
2025-07-19 07:02:31+00:00, pelaksanaan program Makan Bergizi Gratis (MBG) oleh Badan Gizi Nasional (BGN) belum maksimal. Lebih baik stop sebelum makin banyak kasus keracunan #KeracunanMBG #AnggotaDPR,0
2025-12-01 04:44:16+00:00,MBG membuat anak anak di seluruh Indonesia tersenyum bahagia,1
2025-10-02 15:25:57+00:00,mending stop saja program mbg #stopmbg,0
2025-09-05 14:57:19+00:00,MBG ini kog banyak masalah terus ya ? Kesannya ini proyek seperti asal asalan padahal dana yg di gelontorkan besar sekali. Masa generasi penerus bangsa di berikan makanan yg gak layak begitu?,0
2025-09-02 00:11:22+00:00,Program Makan Bergizi Gratis telah memberikan dampak positif terhadap perkembangan tumbuh kembang generasi mendatang. Hal tersebut juga yang diharapkan dapat mendorong prestasi dan daya saing generasi muda Indonesia. #PenuhiGiziIndonesia,1
2025-09-06 04:02:24+00:00,Perlu ada tindakan tegas pada vendor penyediaan MBG yang menyebabkan keracunan pada siswa.. Kalau tidak akan terus berulang kejadian seperti ini..,0
2025-07-19 07:02:31+00:00, pelaksanaan Program Makan Bergizi Gratis merupakan cerminan negara yang peduli akan kualitas gizi rakyat.,1
2025-09-06 12:14:04+00:00,@ainunnajib ke Bandung kurang lebih 100 Triliun ke Surabaya sekitar 300 Triliun ya bisa lah pakai anggaran MBG,0
2025-09-05 15:34:43+00:00,eh ini oon bgt dah kenapa gak stop aja MBG anjirlahhhhh ini ekonomi dasar masa pejabat BI kaga paham cok,0
2025-07-19 07:02:31+00:00,Makan Bergizi Gratis mencerahkan kehidupan bangsa,1
2025-09-05 10:42:12+00:00,Keracunan n ada ulat di MBG ?? Pelajar Indonesia belum biasa... @ZUL_Hasan,0
2025-12-01 04:44:16+00:00,MBG membantu meningkatkan ekonomi umkm,1
2025-07-19 07:02:31+00:00,program makan bergizi gratis adalah upaya nyata pemerintah agar kualitas gizi terpeuhi,1
2025-09-19 13:03:48+00:00,Peristiwa keracunan Makan Bergizi Gratis (MBG) kembali terjadi di sejumlah wilayah Indonesia seperti di Kota Salakan Sulawesi Tengah dan Sukabumi Jawa Barat. ,0
2025-09-05 14:13:40+00:00,temenku staf gizi yg kerjanya juga mantau mitra mbg lain. kalau ada kejanggalan bisa langsung putus mitra tapi kasus pelanggaran paling parah justru ada di mitra yg somehow directly ada di bawah tentara.. bayangin mereka mau harga per porsi dipotong jd 800 PERAK.. DELAPAN RATUS,0
2025-09-04 22:13:56+00:00,Makan Bergizi Gratis Tingkatkan Kualitas Gizi SDM Papua,1
2025-07-19 07:02:31+00:00,Program Makan Bergizi Gratis Berjalan Lancar dan diterima anak anak dengan bahagia,1
2025-09-18 14:07:48+00:00,Ratusan siswa di Sumbawa NTB alami muntah dan diare massal setelah makan program Makan Bergizi Gratis (MBG). 127 korban dari berbagai sekolah dirawat di puskesmas. Diduga keracunan! .,0
2025-09-06 11:17:37+00:00,Saya ahli parlimen dari kerajaan Madani KIM(negatif) - Perkecil MBG (fokus ke segmen khusus) - Genjot Danantara - Ubah KMP jadi interdependensi berjejaring sama lain -Hapus Food estate jadi food forest -Reformasi Polri -Reformasi perpajakan,0
2025-09-06 12:06:09+00:00, DUKUNG PROGRAM MBG,1
2025-09-19 12:03:19+00:00,Nitip di sini yah. Siapa tau besok² beneran hilang Jadi kalau besok² aku ilang berarti pelakunya orang² yg korupsi berjamaah di proyek Makan Bergizi Gratis.,0
2025-10-02 15:25:57+00:00,"mbg babi, stop aja udah #stopMBG",0
2025-09-06 10:55:17+00:00,MBG sekolah gw salak jeruk kelengkeng pokoknya semuanya 48% pasti busuk/udah ga bisa dimakan lagi mana pada buangin sembarangan ada yang buang ke lobang yang deket kaca baunya ke tai kucing,0
2025-09-05 09:51:35+00:00,Pengelola MBG di Kubu Raya Bantah Distribusikan Makanan Basi,0
2025-09-03 14:08:58+00:00,Makan bergizi gratis mampu tingkatkan belajar anak,1
2025-09-06 22:46:53+00:00,Okelah kalau ngotot bgt harus ada mbg. Tapi kan bisa ditunda dulu. Stop semuanya evaluasi dulu secara menyeluruh persiapan jalankan lagi. Hampir tiap minggu ada berita keracunan tuh dipikir ortu murid bakal pasrah terima mbg? Enggaak.. pasti bakal nyuruh mbgnya dibuang aja.,0
2025-09-05 15:49:00+00:00,Dapur MBG di Nunukan Kalimantan Utara jadi sorotan karena didirikan di bekas lokasi hiburan malam. Proyek ini masih dalam tahap pembangunan.,0
2025-09-05 08:24:49+00:00,4.000 siswa dilaporkan keracunan akibat program Makan Bergizi Gratis (MBG) dalam delapan bulan terakhir menurut data Institute for Development of Economics and Finance (Indef).,0
2025-09-19 09:46:30+00:00,Dalam edisi ini kami menyajikan laporan dan data lengkap tentang ompreng makan bergizi gratis yang diimpor dari Cina. Anda bisa membacanya pada tulisan,0
2025-12-01 04:44:16+00:00,"keracunan mbg tuh bener bener menakutkan, seakan pemerintah bunuh rakyat sendiri",0
2025-09-04 01:52:42+00:00,Negara Indonesia seperti negara uji coba Uji coba naikin pajak Uji coba naikin tunjangan DPR Uji coba ngasih makan bergizi gratis,0
2025-07-19 07:02:31+00:00,Program Makan Bergizi Gratis di Kec. Cisayong Kabupaten Tasikmalaya Jawa Barat  tidak layak konsumsi karena hanya berisi porsi kecil dan bahan seadanya. Apa gw bilang ini program asal ada,0
2025-09-04 01:24:48+00:00,Pemerintah memastikan anggaran Program Makan Bergizi Gratis (MBG) tetap aman dan terjaga penggunaannya. Pengawasan ketat dan perencanaan yang transparan menjadi dasar dalam menjaga efektivitas program bagi masyarakat. #DukungProgramMBG #DukungMBG #MakanBergiziGratis,1
2025-09-25 06:10:31+00:00,Banyak akun ternakan atau yang memang pola pikirnya benar-benar aneh hanya menyalahkan dapur MBG/SPPG-nya saja seakan-akan tidak punya hubungannya sama sekali dengan program MBG. Seluruh pemangku kebijakannya dan jajaran direksi yang terlibat itu tanggung jawab mereka juga!,0
2025-09-05 15:06:56+00:00,sebenernya MBG program yg bagus tapi bla bla bla enggak ye itu program jelek udah cukup. program ini cuma cocok jadi program sekunder negara2 maju doang yg niat dan mau aja. Indo gak butuh program ini mau dimodifikasi se transparant apapun ttp aja program jelek.,0
2025-10-02 15:25:57+00:00,makanan mbg tidak berkualitas dan membahayakan anak #stopMBG,0
2025-07-19 07:02:31+00:00," Program Makan Bergizi Gratis di Papua Barat Daya Berjalan Baik dan disambut dengan sukacita, lanjutkan MBG",1
2025-07-19 07:02:31+00:00,udah banyak Gejala keracunan usai menyantap menu Makan Bergizi Gratis (MBG). Waktunya program disudahi,0
2025-09-05 23:24:27+00:00,Prabowo bukan presiden yang ingin mensejahterakan rakyat Tapi presiden yg ingin memperkaya pejabat dengan kebijakanya MBG bukan untuk membuat generasi hebat tapi sekedar proyek balas Budi ke timses terbukti menunya tempe Rakyat kecil dapat kenaikan pajak,0
2025-12-01 04:44:16+00:00,anggaran mbg mending buat bpjs,0
2025-12-01 04:44:16+00:00,"Program MBG di Karimun  Berjalan Lancar, lanjutkan mbg  #beritaterkini #beritaviral #kabarterbaru #klikwarta #news #beritanasional",1
2025-09-06 05:25:14+00:00,kk gua kemaren bawa nasi MBG kerumah katanya gaada yang makan akhirnya di bawa 2 ayam 2 nasi. nasinya belum mateng ayamnya basi,0
2025-09-19 08:14:45+00:00,Program Makan Bergizi Gratis (MBG) di SMA Negeri 15 Surabaya dikeluhkan siswa karena basi. Para siswa menyebut hanya buah yang bisa dikonsumsi.,0
2025-12-01 04:44:16+00:00,Di pusat mungkin gak tau kalo di daerah MBG bikin keracunan,0
2025-09-19 21:27:14+00:00,Eh inget dong nama programnya tuh Makan BERGIZI Gratis bukan Makan Gratis doang.,0
2025-09-26 14:45:12+00:00,sender kemarin ngasih mbg sisanya buat ayam nya temen sender terus tadi pagi dapet kabar kalau ayam nya temen sender mati........ digigit tikus,0
2025-09-05 13:25:13+00:00,Udah di susahin sama IKN MBG sekarang ini pak bow anjirlah kalo mau bangun kaya gitumah harus sekelas belanda pak bow. Jalannya 1 ngejajah negara orang,0
2025-09-06 22:55:36+00:00,Program MBG di Papua Menjadi Pilar Pemenuhan Gizi &amp; Pemberdayaan Ekonomi,1
2025-09-05 22:09:41+00:00,Gue mungkin agak lebih optimis sama keadaan Indonesia sekarang kalo KPK ga dilemahkan. Gue yakin kalo KPK kuat kayak dulu program MBG gak akan seugal-ugalan ini. Pelemahan KPK bikin semuanya makin runyam.,0
2025-09-05 13:54:06+00:00,Termsuk menteri dikdasmen dari @muhammadiyah yg hny diam membisu saat siswa2 sekolah jmlhnya ribuan alami keracunan MBG. Tau tp mendiamkan,0
2025-09-05 12:28:22+00:00,Lhaaaaa 4000 Korban Di Anggap Apa?? Apa Nunggu 10 000 Anak Keracunan Baru Di Hentikan Proyek Makan Beracun Gratis MBG ?,0
2025-09-05 15:41:39+00:00,Siswa belum terbiasa dg racun MBG kali ya pak,0
2025-09-19 09:45:57+00:00,Ompreng makan bergizi gratis diduga memakai minyak babi. Banyak persoalan dalam proyek prioritas Prabowo Subianto ini.,0
2025-09-05 08:30:30+00:00,masa mbg adek sepupu w burgernya cm sm cheese slice apa nya yg bergiji,0
2025-07-19 07:02:31+00:00, PROGRAM MAKAN BERGIZI GRATIS PERLU DIBERHENTIKAN,0
2025-09-19 01:58:11+00:00,Mungkin Ke Dapur Anggota dHewan? Atau Ke Dapur Fiktif? Dari 71 T Anggaran MBG Baru 13 T Yang Terserap Yang 58 T Hilang Di Birokrasi!!! Bayangkan Anggaran Program Makan Bergizi Gratis (MBG) sebesar Rp71 triliun angka fantastis setara menara emas setinggi seribu Monas hanya,0
2025-09-06 07:45:01+00:00,MBG itu bukan Makan Bergizi Gratis.. tapi Makan Beracun Gratis...kalo Pak @prabowo gak niat jalankan program MBG dgn baik harusnya program MBG hentikan saja pak.. Daripada anak2 yg jadi korban Kenapa anak2 yg diracuni harusnya para para pejabat korup yg diracun..,0
2025-09-05 13:45:31+00:00,eh anyone stop him pls udh yuk wo udh ni mau buat ikn part 2 kah..mbg u aja ga becus itu,0
2025-09-17 03:59:39+00:00,Program MBG kini menyapa ruang guru. Mulai 2026 para pendidik juga akan menikmati makan bergizi gratis bareng siswa dan relawan posyandu. #Indibiz #IndibizSumatera #MBG #porgramPresiden,1
2025-09-17 09:44:46+00:00,Program Makan Bergizi Gratis hadir untuk memastikan setiap anak mendapat asupan sehat agar tumbuh kuat cerdas dan siap menuju Indonesia Emas 2045.,1
2025-09-04 01:33:59+00:00,Dengan dukungan makan bergizi gratis kita memberikan harapan dan masa depan yang lebih baik bagi generasi penerus. Ayo bersama kita wujudkan ini! #MakanBergiziGratis #PembangunanKesehatan,1
2025-12-01 04:44:16+00:00,Ada ga sih berita mitra mbg yang engga rugi,0
2025-09-05 23:26:22+00:00,Program Makan Bergizi Gratis bantu penuhi gizi anak Indonesia. #ProgramMBG,1
2025-09-05 11:52:29+00:00,Jombang Bantul abis ini mana lagi?? â Please lah udah.... mubazir tau gak...sayang duitnya sayang bahan makanan nya yg gk diolah bener kasian anak2 yg makan. Stop MBG!!,0
2025-09-05 12:56:53+00:00,jangan dikurangin doang tp ujung2nya buar mbg doang sama aja boong TU GURU DIURUSIN,0
2025-09-05 17:19:38+00:00,Makannya gw ngerasa aneh banget sama orang2 pro-barat terus yg suka muji2 bantuan dari barat bruh gaada yg namanya makan siang gratis MBG aja duitnya dari pajak.,0
2025-09-06 08:27:42+00:00,Kajian indep juga ternyata sangat dhoib sngt lemah daya trawangnya coba anda kaji dampak perputaran ekonomi di petani sayur 3 kwintal per hari skrg petani MLS tanam tembakau harga sawi dan kol lebih mahal sejak adanya Dapur MBG @prabowo,0
2025-09-05 13:24:02+00:00,ikn ga diurusin lagi? ini kalo 1297T pake duit ngutang lagi? whosh noh rugiii mbg pada beracun,0
2025-09-06 07:16:26+00:00,kenapa Program MBG yang punya tujuan mulia dari @prabowo sekarang banyak masalah ya? ini perlu dievalusi @ninikwafiroh ... serial twit,0
2025-12-01 04:44:16+00:00,keracunan MBG 80 siswa akibat jeda waktu konsumsi makanan yang terlalu lama. via: @detiksumbagsel,0
2025-09-04 15:47:36+00:00,Mari Kita Dukung PROGRAM MAKAN BERGIZI GRATIS UNTUK ANAK-ANAK ACEH. #Makan BergiziGratis #PenuhiGiziIndonesia #Indonesiaemas #AstaCita #Indonesiamaju #GiziBaik #MakananBergizi,1
2025-09-05 12:21:08+00:00,Sekali lagi Pak Presiden Tolong kaji ulang MBG program ini agak repot mengelolanya lebih banyak habis di jasa katering yg jg tak profesional.,0
2025-09-06 07:21:55+00:00,dihentikan ajalah. ini bukan asbun tapi adek adek gue yang pada nerima mbg aja cerita kalo rata2 pada ga suka sm makanan nya. either bau makanan nya gak menarik rasanya gaenak etc. selama jemput mereka juga banyak yg buang makanannya. stop buang2 anggaran.,0
2025-09-05 14:08:58+00:00,habis dispill temenku yg staf mbg soal kelakuan jahanam aparat nauzubillah keparat ada baiknya mati aja,0
2025-07-19 07:02:31+00:00,Sebanyak 194 siswa di Kabupaten Garut mengalami keracunan setelah menyantap makanan dari program Makan Bergizi Gratis. Pemerintah harus tanggung jawab dan hentikan program. #Kesehatan #AdadiKompas,0
2025-09-06 03:13:58+00:00,MBG Bikin anak lebih fokus belajar,1
2025-12-01 04:44:16+00:00,"program mbg hanya bagus di teori, di praktiknya sangat gagal dan banyak penyelewengan",0
2025-12-01 04:44:16+00:00,"pak udah terlalu banyak korban mbg, di stop aja udah daripada meracuni bangsa",0
2025-09-06 03:13:47+00:00,MBG Wujudkan Generasi Sehat Indonesia,0
2025-09-05 16:17:48+00:00,Bintang MAHA PUTERA untuk Kepala BGN atas prestasinya : - MBG banyak yg keracunan - Nampan MBG mengandung unsur Lemak Babi,0
2025-09-05 02:42:20+00:00,Dukung bersama Program Makan Bergizi Gratis. Membuaat masa depan anak-anak menjadi cerah dan membentuk SDM yang unggul dan membanggakan. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis,1
2025-12-01 04:44:16+00:00,"manfaat MBG sudah dirasakan jutaan anak di Indonesia, ini memang program yang baik",1
2025-09-18 07:55:32+00:00,Gizi seimbang adalah hak semua anak. Dengan program makan bergizi gratis kita bangun bangsa dari meja makan. Satu langkah kecil dampak besar. Mari kita dukung program makan bergizi gratis untuk masa depan lebih cerah. #MakanBergiziGratis #GenerasiSehatCerdas #IndonesiaSehat,1
2025-09-04 01:34:23+00:00,Program makan bergizi gratis adalah bentuk kepedulian kita terhadap sesama. Mari pastikan tidak ada yang kelaparan dan semua mendapat gizi yang layak! #MakanBergiziGratis #KesehatanUntukSemua,1
2025-10-02 15:25:57+00:00,stop MBG demi keselamatan anak anak,0
2025-09-04 01:09:15+00:00,Dari dapur MBG ke sekolah-sekolah pemerintah hadir meningkatkan gizi anak bangsa. Mari bersama dukung keberhasilan Program Makan Bergizi Gratis demi masa depan Indonesia yang lebih kuat! #MBGUntukBangsa #GenerasiSehat #DukungMBG,1
2025-09-02 04:11:36+00:00,Proyek Makan Bergizi Gratis Diterpa Masalah Ribuan Siswa Keracunan Program makan bergizi gratis sejak Januari 2025 bermasalah dengan lebih dari 3.400 korban siswa guru dan karyawan sekolah. Menteri Zulkifli Hasan sebut penyebab karena alergi dan ketidakbiasaan tapi,0
2025-09-05 17:01:10+00:00,Mending kasih lapangan kerjaan layak dan lebih merata meningkatkan pendidikan MBG NIH BANYAK MUDHOROTNYEEEEE.,0
2025-09-05 09:41:50+00:00,Konsep MBG dr Presiden @prabowo adlh konsep yg brilliant selain mmberi makann bergizi kpd generasi bangsa jg mnghidupkan ekonomi dan peluang kerja ,1
2025-09-06 07:45:25+00:00,Berentihin aja lahh program mbg evaluasi lagiii. Programnya blm mateng,0
2025-09-05 12:20:35+00:00,Semoga anak atau cucunya tidak keracunan karena MBG.,0
2025-09-06 08:49:25+00:00,Keluhan Orang Tua Siswa di Kalbar soal MBG: Basi dan Berbau,0
2025-09-04 03:26:47+00:00,Mari kita dukung Program Makan Bergizi Gratis (MBG),1
2025-07-19 07:02:31+00:00, program Makan Bergizi Gratis (MBG) yang  beracun itu harus segera di stop,0
2025-09-05 11:41:24+00:00,dr awal aja target MBG udh salah klo tujuannya mencegah stunting,0
2025-09-06 23:26:46+00:00,Negara mulai mau membunuh rakyatnya dengan MBGnya..tanpa sadar rakyat tertipu mana mungkin MBG dgn nilai 10 rb makannya steril..semoga negara pimpinan prabowo membatalkan MBG dn di ganti dgn sekolah gratis yg lebih di butuhkan rakyat...,0
2025-09-18 17:23:19+00:00,Permasalahan program Makan Bergizi Gratis (MBG) kelihatannya makin ruwet... mulai dari banyaknya kasus keracunan MBG nampan MBG yang disinyalir mengandung babi hingga temuan ribuan dapur fiktif MBG... Komisi IX DPR RI mengungkap adanya 5.000 titik dapur fiktif dalam Program,0
2025-09-05 12:03:48+00:00,MBG unfaedah Banyak penyelewengan,0
2025-09-06 06:21:07+00:00,Inflasi blok kenapa sih. Udah tau daya beli menurun nilai mata uang juga melemah kalau dicetak lebih banyak inflasi dong duh. Gegara mbg sialan,0
2025-09-05 02:13:13+00:00,Program Makan Bergizi Gratis tidak hanya menyehatkan generasi muda tetapi juga menggerakkan roda ekonomi lokal melalui pemberdayaan petani peternak dan pelaku UMKM pangan. #MakanBergiziGratis #EkonomiLokal #GenerasiSehat,1
2025-09-18 18:10:10+00:00,Komitmen Kawal Program Makan Bergizi Gratis,1
2025-09-05 12:24:50+00:00,Makan Beracun Gratis (MBG),0
2025-09-05 14:17:17+00:00,IKN MBG and then this Wowok emang kgk peduli sama rakyat,0
2025-09-06 06:41:14+00:00,Bisa ga sih program MBG itu diudahin aja plisss. Gapapa pak udh anggap gagal 1 dahh. Gw rasa mubazir juga ituu blm lagi oknum² yg manfaatin. Mending anggarannya untuk yang lain,0
2025-07-19 07:02:31+00:00," kritik tajam untuk program Makan Bergizi Gratis (MBG) khususnya pilihan menu, arah program ini justru bertentangan dengan edukasi gizi",1
2025-09-04 03:36:51+00:00,pentingnya implementasi Program Makan Bergizi Gratis (MBG) sebagai langkah vital dalam menciptakan Indonesia Emas 2045,1
2025-09-05 16:00:01+00:00,Gubernur Kepri Ansar Ahmad Pastikan MBG Berjalan Lancar di Karimun  #partaigolkar #bahlillahadalia #golkar2029,1
2025-09-05 14:18:53+00:00,gak lu wok mbg gak bener mau nambahin utang lagi bayarnya pake apa wok,0
2025-09-05 14:04:49+00:00,Kasihan generasi penerus bangsa tidak pernah dianggap penting oleh negara. Keracunan makanan MBG? Itu biasa. Kan cuma keracunan kagak mati.,0
2025-09-28 02:37:05+00:00,MBG itu proyek politik gentong babi . Mengelabui rakyat dengan hal instan dan gratis sambil ngasih proyek ke mesin politik penyokong kekuasaan. 10% saja (dari 1 2 triliun) jika dibelanjakan untuk memperbaiki fundamental ekonomi rakyat hasilnya jauh lebih murah dan bergizi.,0
2025-09-05 11:32:45+00:00,Kampretnya (hehehe) si wowo malah memperparah dan efisiensi kek ga guna malahn anjir Udh ngancurin lewat mbg skrng mau nyoba gsw bego,0
2025-09-05 11:00:06+00:00,Gue rasa MBG ini bakal jalan terus sampe yang kena dampak buruknya anak dari kalangan mereka sendiri. Yang mana rasanya nggak mungkin juga karena pasti anak2 elit sekolahnya di sekolah yang bagus juga dong yah.,0
2025-09-05 10:03:17+00:00,mual tiap liat postingan ttg mbg shshs JOROK BGT,0
2025-09-19 09:58:13+00:00,Maksud loe apa dengan sudah terdeteksi dan dibersihkan? Dideteksi dan dibersihkan setelah ribuan anak sekolah keracunan? Ribuan anak sekolah yang keracunan Makan Bergizi Gratis karena dapurnya fiktif? Dapur fiktif datang ke sekolah bikin surat kesepakatan untuk program MBG?,0
2025-09-05 06:17:42+00:00,mbg tuh 2x siswa gak makan terus si siswa gak dijatah lagi hahahah. terus duitnya kemana? yak masuk ke kantong tikus tikus ini kejadian di adekku sendiri. dia dapet mbg di sekolah gamau makan terus besok besoknya ga dikasih lagi wkwkwk,0
2025-09-04 01:43:33+00:00,Hai #SahabatBahari tahukah kalian ada ikan yang gesit hidupnya selalu berkelompok dan kaya akan gizi? Ikan ini bukan hanya lezat tapi juga menjadi sumber protein berkualitas untuk tubuh kita. Melalui program Penangkapan Ikan Terukur dan Makan Bergizi Gratis mari,1
2025-09-06 06:30:17+00:00,gua gbs ngomelin mbg di igs gua grgr ada tmn gua yg jd kepala sppg WKWKWKKW and shes proud of it jd gua gamau ruining her joy,0
2025-09-19 10:47:01+00:00,Setiap porsi makanan program Makan Bergizi Gratis (MBG) perlu bahan baku: karbohidrat protein sayur buah susu dan bumbu lainnya. Setiap titik distribusi perlu ribuan porsi. Di satu sisi hal ini akan menunjang pertumbuhan bahan baku makanan dari petani peternak dan petani,1
2025-09-19 12:52:34+00:00,Menteri Keuangan Purbaya Yudhi Sadewa menegaskan akan mengalihkan anggaran program Makan Bergizi Gratis (MBG) ke bantuan sosial berupa beras 10 kilogram jika hingga akhir Oktober 2025 belum terserap. Ia menyebut langkah ini bukan teguran melainkan dukungan bagi Badan Gizi,1
2025-09-05 11:24:04+00:00,Mendikdasmen tu apa? Menteri Pendidikan Dasar Menengah? Walah....sudah 4ribuan anak2 korban MBG koq ikut2 ngotot diteruskan? Kalau program gagal kenapa harus berkeras dipertahankan? Boro-boro mengevaluasi yang ada malah jurus tangkis menangkis.,0
2025-09-02 08:01:35+00:00,Launching dan Peninjauan Program Makan Bergizi Gratis (MBG) yang bertempat di Dapur MBG Gedubang Aceh Langsa Baro. @kejaksaan.ri @kejati_aceh,1
2025-09-05 12:19:34+00:00,Kaga setuju lebih setuju mbg dihapus,0
2025-09-05 15:21:44+00:00,Kalau saja APBN buat MBG digantikan dengam full subsidi sekolah sampai universitas menjadi gratis. Semua menjadi pintar ga di kibulin mukidie dan genk solo sudah pintar ga tertarik lemparan bansos lagi.,0
2025-09-19 05:01:00+00:00,Program Makan Bergizi Gratis (MBG) di SMA Negeri 15 Surabaya dikeluhkan siswa karena basi. Para siswa menyebut hanya buah yang bisa dikonsumsi. Kepala sekolah menjelaskan hanya 30% makanan yang bermasalah. via @detikjatim_,0
2025-09-01 03:00:06+00:00,Sender pengen beli tumblr stainless steel yg tahan dingin tapi setelah ada berita MBG kalau wadah stainless steelnya mengandung bahan non halal seder jadi takut. Ada yang tau tumblr tahan dingin yg halal/ made in indonesia ngga yaa,0
2025-09-26 00:40:10+00:00,kasus kerancunan MBG terbesar di jawa barat. ada apa dengan jawa barat? apa tidak ada sidak dan proses hukum kepada orang yang harus bertanggung jawab ini?,0
2025-12-01 04:44:16+00:00,"terjadi temuan ulat pada menu MBG , jijik",0
2025-09-06 10:27:34+00:00,Grok juga tau perlu duit banyak yg digelontorkan untuk bisa mengatasi daya beli masyarakat yg lemah Tapi mr presiden memilih untuk ngucurin dana untuk mbg,0
